"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
RAD,"Dave REENSTRA",usa,1,0,2005-10-05,2024-08-04,1719.9,1719.9,115,71,32,15,32,23,42,28,39,23,1,5,0,54
BPJ,"Jim BISHOP",USA,1,0,2005-10-05,2024-06-13,1814.7,1740.7,198,106,54,25,59,29,57,27,81,46,0,8,0,0
ZRD,"Dan ZUCKER",USA,0,0,2005-10-05,2007-04-01,1500,1143.7,13,2,6,1,6,1,7,1,6,1,0,1,201,201
BTG,"Gary BARTLETT",USA,1,0,2005-10-05,2024-04-19,1596.6,1540.8,124,53,20,10,29,13,31,14,39,21,0,6,0,90
SHD,"Doug SMITH",usa,1,0,2005-10-05,2023-10-06,1592.6,1576.9,43,23,13,9,16,7,12,7,21,11,0,4,0,33
GGM,"Marc GENBERG",USA,0,1,2005-10-06,2005-10-07,1523.7,1270.4,2,1,0,0,1,0,0,0,2,1,0,1,224,224
HNG,"Glenn HOUSEMAN",USA,0,0,2005-10-06,2014-10-12,1552.5,1296,11,6,5,3,1,0,2,2,6,2,0,2,228,228
RIJ,"Joe ROGUCKI",usa,0,0,2005-10-06,2012-10-05,1500,1108.7,17,1,6,1,10,0,12,1,4,0,0,1,195,195
SLW,"William STOPPEL",usa,1,0,2005-10-06,2024-07-13,1766.9,1757.7,104,67,32,20,31,22,39,28,35,21,3,7,0,0
FMS,"Stephen FRUM",USA,1,0,2005-10-07,2023-07-08,1769.3,1761.8,75,51,30,19,23,19,29,20,23,17,0,7,0,0
GKM,"Mike GALANDIUK",USA,0,1,2005-10-07,2005-10-07,1500,1267.3,1,0,0,0,1,0,0,0,1,0,0,0,223,223
FIR,"Ralph FERRARI",USA,0,1,2005-10-07,2006-10-07,1500,1226.5,2,0,0,0,2,0,0,0,2,0,0,0,216,216
SER,"Torsten SCHUHMACHER",Germany,0,1,2005-11-04,2005-11-06,1518.5,1264.2,5,2,0,0,0,0,0,0,0,0,1,1,223,223
RNA,"Andy ROBIN",USA,0,0,2005-12-03,2015-12-06,1870.8,1626.7,39,31,7,6,9,7,9,7,7,6,2,10,275,213
GTM,"Mike GILCHRIST",USA,0,0,2005-12-03,2007-12-02,1500,1153.5,19,5,12,4,7,1,10,3,9,2,0,2,203,203
AGW,"Bill ASHBAUGH",USA,0,1,2005-12-03,2019-12-08,1546.7,1240.6,7,3,2,1,1,1,1,1,2,1,0,2,193,193
LHT,"Thomas P. LYNCH",USA,0,1,2005-12-03,2007-12-02,1547,1233,10,4,8,3,2,1,4,2,6,2,1,2,217,217
PRA,"Carl PASSLER",USA,0,1,2005-12-03,2006-12-03,1515.3,1260.4,8,3,2,1,5,1,2,2,6,1,0,2,222,222
SRS,"Steve SETTINGER",USA,0,1,2005-12-03,2005-12-04,1500,1248.8,4,1,2,1,1,0,2,0,2,1,0,1,220,220
SRA,"Ralph SCHNEIDER",USA,0,0,2005-12-03,2018-12-01,1500,1259.5,22,7,3,0,4,0,5,0,2,0,0,3,204,138
CN7,"Jim CANN",USA,0,1,2005-12-03,2008-12-07,1533.6,1240.7,10,4,5,1,4,2,4,2,6,2,2,2,218,218
MTJ,"John MERRITT",USA,1,0,2005-12-03,2023-12-02,1500,1231.3,64,16,16,4,7,2,11,4,12,2,0,2,0,108
SAS,"Seth SEMENZA",USA,1,0,2005-12-03,2023-12-03,1575.7,1523,70,35,11,5,7,5,9,6,9,4,0,5,0,33
CN1,"Al CANN",USA,0,0,2005-12-03,2013-12-06,1610.5,1274.9,45,23,8,4,14,8,11,7,11,5,0,4,224,224
TOB,"Bob TUFANO",USA,1,0,2005-12-03,2023-12-03,1527.6,1391.5,131,49,32,14,28,11,29,12,33,13,1,4,0,72
HLK,"Ken HAMPEL",USA,0,0,2005-12-03,2016-07-31,1617.5,1343.3,67,33,20,8,18,12,16,7,24,14,0,5,229,189
DS2,"Jack DANIELS",USA,1,0,2006-01-13,2023-10-07,1534.2,1418.7,81,31,14,4,16,6,16,6,15,5,0,4,0,0
ARC,"Chris AGER",UK,0,1,2006-02-22,2007-10-28,1500,1179.2,10,2,1,0,0,0,0,0,1,0,1,1,208,208
DEA,"Armin DEPPE",Germany,1,0,2006-02-22,2023-09-01,1500,1433.6,110,38,24,10,28,11,34,15,27,8,3,3,0,0
HOT,"Thomas HARJO",Norway,1,0,2006-02-22,2024-03-03,1696.8,1675.1,60,33,16,11,19,11,16,8,10,7,0,4,0,221
DEP,"Patrick DALE",UK,0,1,2006-02-22,2007-10-28,1513.2,1219.1,10,3,0,0,0,0,0,0,0,0,0,2,215,215
SST,"Torgeir Sæveraas",Norway,0,1,2006-02-22,2007-02-23,1500.3,1275.2,10,4,0,0,0,0,0,0,0,0,2,2,225,225
D1W,"Billy DUCAS",USA,0,1,2006-02-26,2006-02-26,1500,1234.7,2,0,2,0,0,0,0,0,2,0,0,0,217,217
C7G,"Geoff COWARD",USA,0,1,2006-02-26,2008-02-22,1500,1231.6,4,1,0,0,4,1,2,1,2,0,0,1,217,217
HRB,"Brian HOOPER",UK,0,0,2006-03-09,2020-03-07,1500,1317.7,60,24,12,6,7,4,12,7,13,4,0,5,206,57
EST,"Trevor EDWARDS",UK,0,0,2006-03-09,2014-03-08,1710.1,1396.6,64,39,10,8,10,4,9,6,11,6,0,5,246,246
STG,"Greg SACKETT",USA,0,1,2006-03-10,2014-03-16,1500,1326.5,6,3,2,1,2,1,3,2,1,0,1,2,202,202
RE1,"Mike ROSE",USA,0,0,2006-03-10,2017-06-25,1720.6,1435.4,64,42,30,20,27,17,34,20,30,22,1,12,238,156
CXM,"Mike CADIEUX",USA,0,0,2006-03-10,2011-06-26,1500,1197.4,29,10,9,2,15,5,10,3,15,5,0,3,211,211
GGB,"Bud GARDING",USA,1,0,2006-03-10,2024-06-13,1500,1226.3,91,24,47,12,27,7,42,8,48,15,0,2,0,105
PSP,"Pete PHILLIPPS",UK,1,0,2006-03-10,2023-06-24,1558.5,1414.2,155,68,43,23,27,13,55,27,63,28,2,5,0,0
KLP,"Paul KETTLEWELL",UK,0,0,2006-03-10,2010-10-31,1567,1301.3,17,11,2,0,1,0,0,0,3,0,5,5,229,229
WNC,"Chris WALTON",UK,0,0,2006-03-10,2016-03-12,1500,1148.7,64,21,11,2,10,7,6,2,15,7,0,3,202,202
PYI,"Ian PERCY",UK,0,0,2006-03-10,2014-02-23,1596.4,1359.3,12,8,4,3,3,1,5,3,2,1,1,4,234,234
GRI,"Ivor GARDINER","South Africa",0,1,2006-03-10,2015-03-07,1520.6,1281.8,10,5,2,1,0,0,1,1,1,0,0,2,202,202
JNJ,"John JOHNSON",UK,0,0,2006-03-10,2017-06-25,1500,1257.2,15,4,7,2,2,1,6,3,8,1,0,2,191,191
JSP,"Phillip JONES",UK,0,1,2006-03-10,2006-03-12,1572.6,1317.6,5,3,0,0,0,0,0,0,0,0,0,2,232,232
BLJ,"Jas BAL",UK,0,0,2006-03-10,2018-01-01,1634.1,1468.7,42,24,20,15,15,6,22,14,14,7,0,8,241,138
CKS,"Steve COOK",UK,1,0,2006-03-10,2023-11-18,1578.4,1491.2,54,24,6,3,5,2,11,4,15,6,3,3,0,93
B4D,"Dan BEST",USA,1,0,2006-03-11,2024-07-28,1594.3,1497.3,168,65,58,20,41,16,84,29,77,34,4,4,0,0
RN6,"Pat RYAN",USA,0,1,2006-03-11,2006-03-11,1500,1249.1,1,0,1,0,0,0,1,0,0,0,0,0,220,220
HLE,"keith HILL",USA,1,0,2006-03-17,2024-08-03,1695.2,1606.9,187,100,64,38,46,22,60,30,57,35,1,6,0,0
WMU,"Unknown WHITHAM",USA,0,1,2006-03-17,2006-03-18,1500,1237.9,2,0,0,0,0,0,0,0,0,0,0,0,218,218
BRB,"Bruce BENDER",USA,0,1,2006-03-17,2008-03-16,1500,1221.6,6,2,2,1,1,0,2,0,1,1,0,2,215,215
WAB,"Brian WIERSMA",USA,1,0,2006-03-17,2024-08-03,1871,1753.2,326,226,75,53,81,57,78,55,97,69,1,15,0,0
SKD,"Derek SPURLOCK",USA,0,1,2006-03-19,2012-10-05,1500,1179.2,6,0,1,0,0,0,1,0,0,0,0,0,208,208
SKC,"Scott SENGSTOCK",USA,0,0,2006-03-31,2020-07-20,1536.1,1285.3,23,10,4,0,6,5,4,2,7,4,1,2,192,213
PSE,"Jeff PAPAS",USA,0,1,2006-03-31,2006-04-02,1500,1221.3,6,2,3,2,3,0,1,1,5,1,0,2,215,215
IEL,"Larry ISENSEE",USA,0,0,2006-03-31,2020-07-20,1500,1303.6,42,14,5,2,7,3,8,3,4,2,1,2,201,117
GRD,"Darren GOUR",USA,0,1,2006-03-31,2008-06-01,1670.3,1419.7,9,8,6,5,3,3,4,3,5,5,3,5,250,250
BDM,"Matt BOEHLAND",USA,0,1,2006-03-31,2006-04-02,1500,1244.9,6,2,2,0,4,2,3,0,3,2,1,1,219,219
LH7,"Doug LEACH",USA,1,0,2006-04-01,2022-09-04,1588.3,1521.5,49,27,24,13,10,7,22,11,25,16,1,4,0,0
DNJ,"Jim DAWSON",USA,0,1,2006-04-01,2006-04-01,1500,1253.7,1,0,0,0,1,0,1,0,0,0,0,0,221,221
CEW,"Bill CAUBLE",USA,0,1,2006-04-01,2018-09-02,1500,1306.3,6,3,3,1,0,0,2,1,4,2,1,2,195,217
67M,"Martin REED",USA,0,1,2006-04-01,2006-04-01,1500,1248.2,3,1,1,0,2,1,2,1,1,0,0,1,220,220
DNR,"Ron DAWSON",USA,0,1,2006-04-01,2006-04-01,1525,1296.2,1,1,0,0,1,1,0,0,1,1,1,1,228,228
SDE,"Derek STRAND",USA,0,1,2006-04-01,2006-04-01,1500,1239.5,3,1,1,0,2,1,1,0,2,1,0,1,218,218
HDI,"Mike HAMMOND",USA,0,1,2006-04-01,2006-04-01,1502.6,1277.2,3,2,0,0,3,2,0,0,3,2,0,2,225,225
LSD,"Doug LYONS",USA,0,1,2006-04-01,2006-04-01,1500,1244.4,1,0,0,0,1,0,0,0,1,0,0,0,219,219
LTL,"Luc LOUBAT",France,0,1,2006-04-15,2007-04-17,1500,1134.4,8,0,4,0,3,0,3,0,4,0,0,0,200,200
JES,"Stéphane JEUNE",France,0,1,2006-04-15,2007-04-17,1532.6,1293.4,8,4,5,1,2,2,4,1,3,2,1,2,228,228
DEL,"Lionel DONDé",France,0,0,2006-04-15,2015-03-29,1636.1,1399.1,26,16,9,6,14,9,10,6,13,9,3,5,245,237
DTM,"Emmanuel  DE WIT",Belgium,0,0,2006-04-15,2016-05-15,1500.9,1290.2,83,30,34,8,40,19,36,15,40,12,1,5,222,195
DOR,"Roberto DA FORNO",Italy,0,0,2006-05-13,2009-05-17,1554.7,1306.5,14,7,2,2,5,1,3,2,4,1,1,4,230,230
FIN,"Nando FERRARI",Italy,0,1,2006-05-13,2007-09-07,1500,1199.5,6,1,2,1,2,0,3,1,1,0,0,1,211,211
TIM,"Massimiliano TUZZI",Italy,0,0,2006-05-13,2010-09-11,1627.3,1362.8,36,20,14,10,9,3,13,9,10,4,1,5,240,240
DAU,"Fabrizio DA PRA",Italy,1,0,2006-05-13,2024-06-21,1804.5,1798,74,56,23,15,26,21,26,19,25,18,14,16,0,180
COA,"Paolo CARIOLATO",Italy,1,0,2006-05-13,2024-06-21,1871.4,1843.3,116,77,35,21,41,30,44,29,40,26,8,14,0,0
GAE,"Enrico GRANATA",Italy,1,0,2006-05-13,2023-05-07,1563.4,1251.6,35,14,12,3,8,6,14,6,6,3,0,3,0,211
BI6,"Maurizio BOSSI",Italy,0,1,2006-05-13,2006-05-14,1500,1232.5,3,0,2,0,1,0,1,0,2,0,1,1,217,217
MNI,"Nicola MARANGON",Italy,0,0,2006-05-13,2010-09-12,1554.8,1276.1,28,15,9,4,14,8,10,5,13,7,2,3,225,225
COS,"Sandro CORIASCO",Italy,1,0,2006-05-13,2023-09-01,1674,1587.3,92,43,42,21,35,16,37,20,44,17,0,6,0,0
PIA,"Andrea PAGNI",Italy,1,0,2006-05-13,2024-05-30,1892.8,1792,173,105,36,17,50,26,53,26,42,22,0,13,0,6
6OL,"Luca MARCOLUNGO",Italy,0,1,2006-05-13,2006-05-13,1500,1253.7,1,0,1,0,0,0,0,0,1,0,0,0,221,221
CXD,"Derek COX",UK,0,0,2006-05-20,2020-06-28,1651.6,1589.4,85,49,26,10,26,19,34,23,29,12,3,4,245,45
PRS,"Sam PRIOR",UK,0,0,2006-05-20,2020-06-30,1750.8,1633.1,89,57,12,8,16,12,18,14,16,10,0,7,251,45
EXM,"Michael ESSEX",UK,0,0,2006-05-20,2018-06-24,1500,1293.9,38,16,7,3,5,1,12,5,11,5,2,3,212,120
JSR,"Ray JENNINGS",UK,0,1,2006-05-20,2008-06-22,1509,1225.6,7,2,0,0,0,0,0,0,0,0,0,2,216,216
BRW,"Wayne BAUMBER",UK,1,0,2006-05-20,2023-06-25,1543,1388.3,62,27,8,2,10,4,18,4,18,8,0,3,0,36
RNN,"Nick RANSON",UK,1,0,2006-05-20,2024-06-23,1500,1092.5,133,19,24,5,27,3,51,9,49,6,0,2,0,0
WTA,"Andrew WHINNET",UK,0,0,2006-05-20,2017-06-25,1576.8,1355.3,19,10,0,0,0,0,2,1,2,1,0,3,203,216
DER,"Raurigh DALE",UK,0,1,2006-05-20,2006-05-20,1500,1275,2,1,0,0,0,0,0,0,0,0,1,1,225,225
NNC,"Chris NETHERTON",UK,0,1,2006-05-20,2006-05-20,1500,1269,2,1,0,0,0,0,0,0,0,0,1,1,223,223
GMP,"Patrik GYNNESTAM",Sweden,0,0,2006-05-26,2016-05-07,1630.3,1365.8,33,18,15,8,15,8,15,7,18,11,1,2,234,231
C2M,"Mattias COLLEN",Sweden,0,1,2006-05-26,2006-05-28,1500,1165.5,5,0,2,0,3,0,3,0,2,0,0,0,205,205
FSJ,"Jean-Christophe FRESNAIS",France,0,1,2006-06-03,2006-06-04,1500,1236.2,5,2,0,0,0,0,0,0,0,0,1,1,218,218
FTL,"Laurent FOREST",France,1,0,2006-06-03,2024-05-18,1775.9,1621.7,65,43,34,21,20,14,34,22,21,14,2,9,0,111
NTO,"Olivier NAUDOT",France,0,1,2006-06-03,2007-01-31,1520,1239.3,10,4,0,0,5,1,2,1,3,0,1,2,218,218
SKS,"Stéphane SLOWIK",France,0,0,2006-06-03,2017-06-01,1500,1222.1,23,7,7,2,9,2,8,3,10,3,2,2,196,196
RYB,"Benoît REY",France,0,1,2006-06-03,2006-06-04,1500,1258.9,5,2,0,0,0,0,0,0,0,0,0,1,222,222
JNM,"Magnus JOHANSSON",Sweden,0,1,2006-08-25,2006-08-26,1544.1,1284.8,4,2,0,0,0,0,0,0,0,0,0,2,226,226
HNR,"Ronny HEDIN",Sweden,0,1,2006-08-25,2006-08-26,1511.2,1267.6,3,1,0,0,1,0,0,0,1,0,0,1,223,223
NYS,"Svanta NAGY",Sweden,0,1,2006-08-25,2006-08-25,1500,1253.7,1,0,0,0,0,0,0,0,0,0,0,0,221,221
MIU,"Paolo MENGOLI",Italy,0,0,2006-09-08,2010-09-11,1559.3,1213.4,24,8,14,4,4,2,13,4,6,2,0,3,214,214
NIM,"Mario NADALINI",Italy,0,0,2006-09-08,2010-09-12,1520.3,1269.2,15,6,8,3,7,3,7,3,8,3,3,3,223,223
PIC,"Claudio PRANDI",Italy,0,0,2006-09-08,2009-05-02,1500,1192,14,2,8,1,2,1,8,1,2,1,0,3,210,210
MIM,"Marco MERLI",Italy,0,0,2006-09-08,2012-06-17,1501.6,1176.2,19,5,6,2,7,2,5,2,8,2,0,1,207,207
CEN,"Alessandro CANEVESE",Italy,0,0,2006-09-08,2010-09-12,1501.7,1223.2,21,8,7,2,9,3,9,2,7,3,0,2,215,215
HDJ,"Jonas HESSLUND",Sweden,0,0,2006-09-21,2007-09-23,1500,1217.5,13,4,2,0,2,0,2,0,3,1,2,2,214,214
HEC,"Christian HERDE",Germany,1,0,2006-09-21,2024-04-28,1662.1,1506.3,89,45,17,12,23,9,29,15,16,8,3,10,0,144
NHT,"Thomas NORTH",USA,0,0,2006-09-21,2012-09-23,1500,1098.7,17,1,2,0,4,0,4,0,2,0,0,1,187,187
MRF,"Frank MEIER",Germany,0,1,2006-09-21,2006-09-23,1500,1188.5,4,0,0,0,0,0,0,0,0,0,0,0,209,209
KEA,"Allard KOENE",Netherlands,0,0,2006-09-23,2010-09-26,1500,1153.1,56,15,9,3,14,2,11,3,13,2,0,3,203,203
MAE,"Elizabeth MANDISHORA",Zimbabwe,0,1,2006-09-23,2009-09-26,1510,1242,8,4,0,0,0,0,0,0,0,0,0,2,219,219
UYM,"Mick URUSKY",Canada,0,1,2006-09-23,2006-09-23,1500,1253.7,1,0,0,0,0,0,0,0,0,0,0,0,221,221
WDR,"Raymond DE WAARD",Netherlands,0,0,2006-09-23,2011-09-24,1643.2,1368.4,14,11,1,1,3,2,2,1,2,2,0,4,241,241
24A,"Alain BAUVENT",France,0,0,2006-09-30,2020-01-06,1525,1335.6,40,14,20,5,12,6,16,3,20,10,1,3,209,105
BEB,"Bruno BONHOMME",France,0,0,2006-09-30,2022-05-16,1514.8,1381.6,69,23,20,5,19,6,21,5,19,5,1,6,0,0
GTP,"Philippe GRANDCLéMENT",France,0,0,2006-09-30,2010-05-16,1536.3,1186.9,24,8,6,1,14,4,8,1,14,5,1,2,209,209
GGF,"Franck GOLLING",France,0,1,2006-09-30,2006-12-31,1564.9,1330.1,3,3,2,2,1,1,1,1,2,2,3,3,234,234
DUB,"Benjamin DRIEU",France,0,0,2006-09-30,2011-07-31,1611.2,1340.6,31,18,13,8,15,8,15,11,14,6,1,4,236,236
RN1,"Tom RICHARDSON",USA,0,0,2006-09-30,2006-10-07,1537.5,1190.8,14,3,7,1,6,1,7,2,7,1,0,1,210,210
DDD,"Dennis DOWD",USA,1,0,2006-10-01,2023-09-02,1500,1111.6,72,11,20,5,33,4,26,2,40,8,0,2,0,0
B5B,"Bryce BUCKLEY",USA,0,0,2006-10-01,2019-03-15,1500,1293.2,49,17,24,10,18,6,26,8,22,9,0,4,207,93
LAM,"Marcus LEJA",Canada,0,0,2006-10-02,2016-07-31,1505.6,1338.3,18,8,7,4,6,2,7,3,7,3,0,3,211,211
DWJ,"John DOW",USA,0,1,2006-10-03,2006-10-07,1514.6,1232.8,4,1,3,1,1,0,3,1,1,0,0,1,217,217
WRD,"Dale WETZELBERGER",USA,0,0,2006-10-04,2019-06-20,1556.2,1312.2,18,8,4,2,12,6,7,4,9,4,0,2,196,211
MDM,"Mark MAYNARD",USA,0,1,2006-10-04,2008-10-08,1539.1,1177.9,9,1,5,0,4,1,6,1,3,0,0,1,207,207
LEM,"Mike LA PLANTE",USA,0,0,2006-10-04,2010-10-07,1648.3,1401,23,15,9,6,11,8,9,6,14,9,2,5,247,247
DN1,"Dan DOLAN",USA,0,1,2006-10-04,2017-03-31,1523.2,1294.8,6,2,2,1,1,1,1,1,2,1,0,1,194,228
SZF,"Fred SCHWARZ",usa,0,0,2006-10-04,2019-06-01,1567.6,1377.5,43,22,13,7,17,8,17,9,20,8,0,5,219,177
BXW,"Wayne BOUDREAUX",USA,0,0,2006-10-05,2018-10-06,1530.9,1345.6,29,12,15,6,7,3,13,5,10,5,2,3,218,108
SGA,"Al SALZBURG",USA,0,1,2006-10-07,2006-10-07,1521.7,1293.4,1,1,1,1,0,0,0,0,1,1,1,1,228,228
BUA,"Alban BUREAU",France,1,0,2006-10-31,2024-04-01,1582.3,1503.6,63,31,18,8,9,6,15,8,18,7,0,3,0,0
MNJ,"John MARTIN",UK,0,0,2006-11-03,2020-03-07,1500,1340.1,69,27,15,5,9,7,18,9,17,6,0,4,209,57
KHE,"Ernst KNAUTH",Germany,1,0,2006-11-03,2023-05-01,1500,1289.4,34,12,4,3,11,4,4,2,11,5,0,3,0,201
GNA,"David GALAN",Spain,0,0,2006-11-25,2011-12-26,1500,1212.3,17,5,7,3,4,0,5,2,6,1,1,2,213,213
MAM,"Miquel MENDOZA",Spain,0,0,2006-11-25,2015-10-24,1500,1091.9,44,9,21,3,13,3,21,3,14,4,1,3,192,192
FZG,"German FERNANDEZ",Spain,0,0,2006-11-25,2016-10-23,1513.1,1331.9,50,20,24,11,13,6,21,12,17,6,5,6,226,180
CAU,"Lluis CAIRETA",Spain,0,1,2006-11-25,2006-11-26,1542,1310.7,3,2,0,0,0,0,0,0,0,0,1,1,231,231
BSO,"José-Luis BANYULS",Spain,0,1,2006-11-25,2006-11-26,1521.2,1293,3,2,0,0,0,0,0,0,0,0,2,2,228,228
G2A,"Arnaud GOETZMANN",France,0,1,2006-11-30,2008-04-30,1511.1,1227.9,9,3,3,1,2,1,3,0,3,2,1,2,216,216
JDN,"Nicolas JANOD",France,0,1,2006-11-30,2007-01-31,1500,1238.9,3,0,0,0,2,0,1,0,1,0,0,0,218,218
KYT,"tim KELLY",USA,0,0,2006-12-01,2019-05-18,1500,1216.5,110,27,28,6,35,11,37,11,30,7,0,3,195,87
W23,"Robert WILSON",USA,0,0,2006-12-01,2019-12-08,1524.4,1364.9,11,6,5,2,1,1,5,2,1,1,0,2,204,226
6ED,"Dan MCGUIRE",USA,0,1,2006-12-01,2009-12-05,1500,1085.6,9,0,3,0,3,0,4,0,2,0,0,0,191,191
WEN,"Mark WOLFE",USA,0,1,2006-12-02,2006-12-02,1520.7,1292.5,1,1,0,0,1,1,1,1,0,0,1,1,228,228
VRJ,"John VAN MARTER",USA,0,1,2007-02-01,2007-02-01,1500,1258.5,1,0,1,0,0,0,0,0,1,0,0,0,222,222
LYC,"Chris LAMPLEY",USA,0,1,2007-02-01,2007-02-01,1525,1296.2,1,1,1,1,0,0,0,0,1,1,1,1,228,228
BN2,"Edward BEEKMAN",USA,1,0,2007-02-01,2024-06-19,1692.9,1577.2,164,86,42,22,40,23,70,34,53,31,5,5,0,0
GRE,"Eric GIVLER",USA,0,0,2007-02-01,2019-10-11,1706.2,1559.1,34,22,19,14,14,8,19,12,14,10,0,6,244,120
BYT,"Tim BRIEADDY",USA,0,0,2007-02-01,2022-04-22,1501.3,1388.7,26,10,7,4,6,0,9,4,4,1,0,2,0,129
BY1,"Steve BUCKLEY",USA,1,0,2007-02-01,2023-11-05,1500,1405.1,19,8,1,0,3,2,1,0,4,2,1,3,0,220
MSD,"Doyle MOTES",USA,1,0,2007-02-01,2024-06-13,1618.7,1431.3,135,69,47,24,46,24,60,29,62,34,1,8,0,0
RPJ,"Jim RUPP",USA,0,1,2007-02-01,2009-02-28,1506.6,1262.6,5,2,2,2,3,0,1,1,4,1,1,1,222,222
RRC,"Carles RYHR",Spain,0,0,2007-02-01,2016-10-23,1500,1131.7,19,1,2,0,7,1,8,1,2,0,3,3,188,188
11H,"Hans SMEETS",Netherlands,0,1,2007-02-01,2011-10-01,1522.2,1183.8,8,1,4,0,4,1,5,0,3,1,0,2,206,206
PE2,"Jesus PIE",Spain,0,1,2007-02-01,2008-04-01,1500,1215,6,1,1,0,5,1,2,0,4,1,0,1,214,214
TES,"Santos TOZE",Portugal,0,0,2007-02-01,2021-06-30,1524.2,1374.4,50,14,29,10,14,2,23,8,24,5,0,3,207,9
BIV,"Davide BENDAZZI",Italy,0,0,2007-02-01,2016-12-31,1554.3,1363.9,34,16,13,9,19,7,17,8,17,8,0,3,230,174
LE3,"Russel LIVINGSTONE",Australia,0,1,2007-02-01,2007-04-01,1500,1228.2,2,0,2,0,0,0,0,0,2,0,0,0,216,216
RYD,"David RAMSEY",UK,1,0,2007-02-01,2024-06-23,1690,1566.3,121,69,26,12,20,7,36,20,34,18,1,10,0,84
SRO,"Oliver SCHUMACHER",Germany,0,1,2007-02-01,2007-02-01,1500,1270.9,1,0,1,0,0,0,0,0,1,0,1,1,224,224
MYR,"Robert MC GINLEY",Australia,0,1,2007-02-01,2010-02-28,1521.3,1166.2,9,2,3,0,4,2,8,2,1,0,0,1,205,205
SPT,"Tom SHARP",USA,0,1,2007-02-01,2015-05-01,1549.7,1343.6,5,3,1,1,2,1,2,1,3,2,1,2,208,208
FN1,"Eric FERGUSON",Australia,0,1,2007-02-01,2007-06-01,1500,1231.6,2,0,1,0,0,0,1,0,1,0,0,0,217,217
HLC,"Clinton HOWELL",USA,0,1,2007-02-01,2007-08-01,1525,1276.7,4,2,1,0,2,2,1,1,3,1,0,1,225,225
WSS,"Steve WHITES",USA,0,0,2007-02-01,2011-09-01,1566.2,1272.6,13,5,7,3,6,2,9,4,4,1,0,4,224,224
BK2,"John BOCK",USA,1,0,2007-02-01,2024-04-22,1557.5,1280.9,78,26,31,11,35,13,36,13,41,13,2,3,0,0
SRR,"Robert SHUSTER",USA,0,0,2007-02-01,2012-08-31,1500,1161.1,43,14,23,9,18,4,22,8,21,6,0,4,204,204
DGC,"Carl DARLING",Canada,0,1,2007-02-01,2007-02-01,1500,1243.8,1,0,0,0,1,0,0,0,1,0,0,0,219,219
RR1,"Derek RITTER",Canada,1,0,2007-02-01,2024-04-20,1682.1,1640.7,86,50,16,11,9,3,22,12,4,3,0,8,0,78
MO1,"Joe MORO",Australia,0,0,2007-02-01,2020-09-30,1515,1352.7,45,16,12,3,18,6,18,7,24,7,0,3,208,72
BYP,"Paul BONDAY",USA,0,1,2007-02-23,2007-02-23,1500,1219.4,3,0,2,0,1,0,1,0,2,0,0,0,215,215
W3H,"Hank WITHR",USA,0,1,2007-02-23,2007-02-23,1500,1249.5,4,1,2,0,2,1,2,1,2,0,0,1,220,220
HRC,"Christopher HOPPER",Sweden,0,0,2007-02-23,2012-02-26,1500,1226.7,23,8,2,0,2,2,2,0,2,2,2,3,216,216
SAU,"Ulric SCHWELA",Finland,1,0,2007-02-23,2022-11-20,1595.1,1470.6,35,17,5,3,6,4,13,9,12,3,0,12,0,69
LOM,"Mattias LAAKSO",Sweden,0,1,2007-02-23,2008-08-31,1500,1215.3,10,2,0,0,0,0,0,0,0,0,1,1,214,214
TNE,"Eivind TRONDSEN",Norway,0,0,2007-02-23,2021-03-15,1666.3,1476.6,18,14,6,4,8,6,8,6,6,4,1,6,221,249
VJJ,"Jeroen VERHEIJ",Netherlands,0,0,2007-02-23,2009-02-22,1500,1220.3,13,5,0,0,0,0,0,0,0,0,1,2,215,215
PNJ,"Jacob PHILLIPSEN",Denmark,0,1,2007-02-23,2007-02-23,1500,1212.9,3,0,0,0,0,0,0,0,0,0,0,0,214,214
GRC,"Conny GESER",Sweden,0,0,2007-02-23,2011-05-01,1552,1310.8,11,5,3,1,3,1,1,0,6,3,0,3,229,229
VIV,"Vesa VIRRI",Finland,0,1,2007-02-23,2007-02-23,1500,1274.8,5,2,1,1,0,0,1,1,0,0,0,1,224,224
SEA,"Alan SMEE",Australia,0,0,2007-02-23,2018-12-20,1827.3,1647.2,74,55,21,17,15,11,19,15,28,20,1,8,262,117
DRS,"Sean DELLER",USA,1,0,2007-03-09,2024-08-04,1839.8,1804.5,119,80,24,12,22,18,28,18,26,17,0,6,0,0
M3T,"Tom MEIER",USA,1,0,2007-03-10,2024-06-13,1526.6,1503.8,35,17,7,3,7,4,18,9,17,8,0,3,0,18
SN1,"Jim SULLIVAN",USA,0,1,2007-03-23,2011-03-19,1500,1194.8,7,1,3,1,4,0,5,0,2,1,0,1,205,205
J1W,"Bill JENNINGS",USA,0,1,2007-03-23,2007-03-25,1521.4,1267.8,4,2,3,2,1,0,2,1,2,1,0,2,223,223
SNE,"Mike SULLIVAN",USA,0,1,2007-03-23,2011-03-19,1500,1229.7,7,2,4,1,3,1,2,1,5,1,1,1,211,211
PRR,"Ray PORTER",UK,0,0,2007-03-23,2020-03-08,1500,1161.1,80,15,9,0,12,3,30,6,25,5,0,2,182,57
