"Base Name","Month Held","Year Held","Date Held","Tournament ID",City/Region,Country,Type,Iteration,First,Second,Third,"Date Added"
"Winter War",February,2015,2015-02-07,WWAR_15,"Champaign, IL",USA,US/Ca,"0th edition",KKD,VNW,DGJ,2017-08-30
"Canadian ASL Open",May,2018,2018-05-18,CASLO_18,Winnipeg,Canada,US/Ca,"22nd Edition","Darren Kovacs","Michael Rodgers","Paul Suderman",2020-06-11
"Tournoi du forum français ",October/2018:June/2019,2019,2018-10-01,Forum_19,Internet,Web,VASL,,"Philippe Rohmer","Lionel Colin","Bruno Bonhomme",2020-06-18
"Intensive Fire 2017",November,2017,2017-11-15,IF_17,Bournemouth,UK,EU,,,,,2020-06-18
"Double One",June,2017,2017-06-22,2ONE_17,Chelmsford,UK,EU,,,,,2020-06-19
Grenadier,November,2017,2017-11-01,GREN_17,Hergarten,Germany,EU,,"Bruno Nitrosso","Björn Lorenzen","Alex Koestler",2020-06-24
"Stockholm ASL",May,2017,2017-05-26,SAT_17,Stockholm,Sweden,EU,,"Patrik Manlig",,,2020-06-26
"Spreading Blaze",August,2017,2017-08-01,ATLAN_17,"Duluth, GA",USA,US/Ca,,,,,2020-06-26
"Supporting Fire",November,2017,2017-11-01,SUPPF_17,Borås,Sweden,EU,,,,,2020-06-27
"Double One",June,2018,2018-06-01,2ONE_18,Chelmsford,UK,EU,,,,,2020-06-27
Heroes,March,2018,2018-03-01,HERO_18,Blackpool,UK,EU,,,,,2020-06-28
"Bounding First Fire",November,2018,2018-11-21,BFF_18,Blackpool,UK,EU,,,,,2020-06-28
"Death Wish","June - August",2017,2017-06-01,DWISH_17,Internet,Web,VASL,,,,,2020-06-29
Grenadier,November,2018,2018-11-01,GREN_18,Hergarten,Germany,EU,,"Jean Lasnier","François Boudrenghien","Hennie van der Salm",2020-06-29
"Death Wish","June - August",2018,2018-06-01,DWISH_18,Internet,Web,VASL,,,,,2020-06-29
"VASL Top League","January - December",2018,2018-01-01,LEAG0_18,Internet,Web,VASL,,,,,2020-06-30
"VASL Eastern US and Canada League","June - September",2018,2018-06-01,LEAG2_18,Internet,Web,VASL,,,,,2020-06-30
"Tournoi du forum français ",September/17:June/18,2018,2017-09-27,Forum_18,Internet,Web,VASL,,"Philippe Rohmer","Philippe Duchon","Laurent Tinture",2020-07-01
"Northwest ASL Championship",February,2018,2018-02-09,NWEST_18,"Issaquah (WA)",USA,US/Ca,,,,,2020-07-02
"VASL Western US League","January - December",2018,2018-01-01,LEAG3_18,Internet,Web,VASL,,,,,2020-07-02
"VASL European and Oceanian League",March-December,2018,2018-03-01,Leag1_18,Internet,Web,VASL,,,,,2020-07-04
"VASL Second Line League",June,2018,2018-06-01,LEAG4_18,Internet,Web,VASL,,,,,2020-07-04
"West Coast Rumble",November,2017,2017-11-03,WCR_17,Vancouver,Canada,US/Ca,,,,,2020-07-04
"West Coast Rumble",November,2018,2018-11-02,WCR_18,Vancouver,Canada,US/Ca,,,,,2020-07-04
"Street Fighting in Sioux City",September,2017,2017-09-02,SIOUX_17,"Sioux City, IA",USA,US/Ca,,,,,2020-07-04
"Friendly Fire","August - October",2017,2017-08-09,FRF_17,Linköping,Sweden,EU,,,,,2020-07-06
"Friendly Fire",September,2018,2018-09-21,FRF_18,Linköping,Sweden,EU,,,,,2020-07-06
"Cyber VASL","January - September",2017,2017-01-03,CYBER_VI,Internet,Web,VASL,,,,,2020-07-06
"Cyber VASL","June/17: March/19",2018,2017-12-28,CYBER_VIII,Internet,Web,VASL,,,,,2020-07-07
"Cyber VASL","July/18: April/19",2019,2018-07-04,CYBER_IX,Internet,Web,VASL,,,,,2020-07-07
"Cyber VASL","December/18: December/19",2019,2018-12-20,CYBER_X,Internet,Web,VASL,,,,,2020-07-07
"Juno Bear",June,2017,2017-06-10,JUNO_17,Sydney,Australia,other,,,,,2020-07-07
"Friendly Fire",September,2019,2019-09-27,FRF_19,Linköping,Sweden,EU,,,,,2020-07-07
"Supporting Fire",November,2018,2018-11-01,SUPPF_18,Borås,Sweden,EU,,,,,2020-07-07
"Scandinavian Open",February,2018,2018-02-28,SCO_18,Copenhagen,Denmark,EU,,"Kenneth Knudsen","George Tournemire","Paul Chamberland",2020-07-08
"Stockholm ASL",May,2018,2018-05-01,SAT_18,Stockholm,Sweden,EU,,,,,2020-07-09
"VASL Special Deluxe","March/17: January/18",2018,2017-03-01,SPECDLX_18,Internet,Web,VASL,,,,,2020-07-09
"VASL Special Desert","March/17: February/18",2018,2017-03-01,SPECDES_18,Internet,Web,VASL,,,,,2020-07-09
"VASL Special Night","March/17: May/18",2018,2017-03-01,SPECNIT_18,Internet,Web,VASL,,,,,2020-07-10
"VASL Special Para-Glid","March/17: February/18",2018,2017-03-01,SPECPara_18,Internet,Web,VASL,,,,,2020-07-10
"Double One",June,2019,2019-06-21,2ONE_19,Chelmsford,UK,EU,"13th Edition",,,,2020-07-11
Heroes,March,2019,2019-03-01,HERO_19,Blackpool,UK,EU,,,,,2020-07-11
"Bounding First Fire",November,2019,2019-11-20,BFF_19,Blackpool,UK,EU,,,,,2020-07-11
Grenadier,November,2019,2019-11-07,GREN_19,Hergarten,Germany,EU,,,,,2020-07-11
"Human Wave",June,2019,2019-06-20,Hwave_19,Washington,USA,US/Ca,,"Bill Cirillo",,,2020-07-11
"Northwest ASL Championship",February,2019,2019-02-08,NWEST_19,"Issaquah (WA)",USA,US/Ca,,,,,2020-07-11
"Scandinavian Open",February,2019,2019-02-28,SCO_19,Copenhagen,Denmark,EU,,"Rich Domovic","Arnauld Sanchis","Kenneth Knudsen",2020-07-11
"Supporting Fire",November,2019,2019-11-01,SUPPF_19,Borås,Sweden,EU,,,,,2020-07-12
"West Coast Rumble",November,2019,2019-11-08,WCR_19,Vancouver,Canada,US/Ca,,,,,2020-07-12
"Wild West Fest",October,2019,2019-10-18,WWF_19,,,US/Ca,,,,,2020-07-12
Heroes,March,2020,2020-03-04,HERO_20,Blackpool,UK,EU,,,,,2020-07-12
"Canadian ASL Open",May,2020,2020-05-15,CASLO_20,Internet,Web,US/Ca,,,,,2020-07-12
"Canadian ASL Open",May,2019,2019-05-17,CASLO_19,Ottawa,Canada,US/Ca,"23rd Edition",,,,2020-07-12
"Tournoi du forum français ","August/19: January/20",2020,2019-08-27,Forum_20,Internet,Web,VASL,,"Lionel Colin","Alban Bureau","Guillaume Mailhan",2020-07-13
"Human Wave",June,2020,2020-06-24,HWAVE_20,Washington,USA,US/Ca,,,,,2020-07-13
"Northwest ASL Championship",February,2020,2020-02-07,NWEST_20,"Issaquah (WA)",USA,US/Ca,,,,,2020-07-13
"VASL Special Deluxe","January/19: February/20",2020,2019-01-08,SPECDLX_20,Internet,Web,VASL,,,,,2020-07-14
"VASL Special Desert","January/19: February/20",2020,2019-01-16,SPECDES_20,Internet,Web,VASL,,,,,2020-07-14
"VASL Special Night","January/19: February/20",2020,2019-01-16,SPECNIT_19,Internet,Web,VASL,,,,,2020-07-14
"VASL Special PTO","January/19: February/20",2020,2019-01-04,SPECPTO_20,Internet,Web,VASL,,,,,2020-07-14
Sissukoni,August,2017,2017-08-26,Sissu_17,Helsinki,Finland,EU,"19th Edition",,,,2020-07-15
Sissukoni,August,2018,2018-08-25,Sissu_18,Helsinki,Finland,EU,"20th Edition",,,,2020-07-15
Sissukoni,August,2019,2019-08-23,Sissu_19,Helsinki,Fin,EU,"21st Edition",,,,2020-07-15
"Ghan Zou",April,2019,2019-04-20,GhanZ_19,Chengdu,China,other,,,,,2020-07-16
"ASL Open",April,2019,2019-04-01,OPEN_19,Chicago,USA,US/Ca,,,,,2020-07-16
"ASL Open","June - July",2020,2020-06-15,Open_20,Internet,Web,VASL,,,,,2020-07-23
"ASL Open",April,2018,2018-04-05,OPEN_18,Chicago,USA,US/Ca,,,,,2020-07-26
"ASL Ring",May,2018,2018-05-01,Ring_18,"Villeneuve d'Ascq",France,EU,,"Olivier Dietsch","Sam Henze","Pierre-Jean Cilluffo",2020-07-26
"ASL Ring",June,2019,2019-06-01,Ring_19,"Villeneuve d'Ascq",France,EU,,,,,2020-07-26
"Tournoi du forum français ","September/15: June/16",2016,2015-09-01,Forum_16,Internet,Web,VASL,,"Laurent Tinture","Laurent Le Billan","Laurent Weimar",2020-08-05
"Texas Team Tournament",June,2018,2018-06-28,TEXAS_18,Austin,USA,US/Ca,,,,,2020-09-28
"ASL Ring",June,2020,2020-06-02,Ring_20,"Villeneuve d'Ascq",France,EU,,,,,2020-08-05
"Tussle In The Tundra",August,2019,2019-08-09,TUSS_19,"Manchester (NH)",USA,US/Ca,,,,,2020-08-20
"Tussle In The Tundra",August,2020,2020-08-07,TUSS_20,"Manchester (NH)",USA,US/Ca,,,,,2020-08-20
"Saint Louis ASL Tournament",July,2018,2018-07-01,STLOU_18,"St Louis",USA,US/Ca,,,,,2020-08-20
"Saint Louis ASL Tournament",July,2019,2019-07-01,STLOU_19,"St Louis",USA,US/Ca,,,,,2020-08-20
"Saint Louis ASL Tournament",July,2020,2020-07-01,STLOU_20,"St Louis",USA,US/Ca,,,,,2020-08-20
"Tournoi du forum français ","September/16: April/17",2017,2016-09-01,Forum_17,Internet,Web,VASL,,,,,2020-08-20
"Alpen Festung",June,2018,2018-06-01,ALPEN_18,Amden,Switzerland,EU,XII,"Daniel Takai",,,2020-08-23
"Alpen Festung",Junbe,2019,2019-06-14,ALPEN_19,Amden,Switzerland,,XIII,"Marc Blume","Daniel Takai",,2020-08-23
"Street Fighting in Sioux City",September,2018,2018-09-01,SIOUX_18,"Sioux City, IA",USA,US/Ca,,,,,2020-08-23
"Street Fighting in Sioux City",August,2019,2019-08-31,SIOUX_19,"Sioux City, IA",USA,US/Ca,,,,,2020-08-23
"Intensive Fire",October,2013,2013-10-23,IF_13,Bournemouth,UK,EU,,,,,2020-08-24
"Alpen Festung",June,2017,2017-06-09,ALPEN_17,Amden,Switzerland,EU,,,,,2020-08-25
Sissukoni,August,2020,2020-08-21,Sissu_20,Helsinki,Finland,EU,,,,,2020-08-25
"ASL Oktoberfest",October,2017,2017-09-30,ASLOK_17,Cleveland,USA,US/Ca,,"Bill Cirillo",,,2020-09-11
"ASL Oktoberfest",October,2018,2018-09-30,ASLOK_18,Cleveland,USA,US/Ca,,,,,2020-09-11
"Bitter End",April,2019,2019-04-12,B-END_19,Raleigh-Durham,USA,US/Ca,,,,,2020-09-11
"Scandinavian Open",February,2020,2020-02-28,SCO_20,Copenhagen,Denmark,,,,,,2020-09-11
"VASL European and Oceanian League","July - November",2019,2019-07-20,LEAG1_19,Internet,Web,VASL,,,,,2020-09-12
"VASL Top League","March - October",2019,2019-03-22,LEAG0_19,Internet,Web,VASL,,,,,2020-09-12
"VASL Eastern US and Canada League","March - December",2019,2019-03-29,LEAG2_19,Internet,Web,VASL,,,,,2020-09-12
"VASL Western US League","April - November",2019,2019-04-14,LEAG3_19,Internet,Web,VASL,,,,,2020-09-12
"Tussle In The Tundra",July,2011,2011-07-29,TUSS_11,"Manchester (NH)",USA,US/Ca,,,,,2020-09-13
"Double One",June,2020,2020-06-26,2ONE_20,Chelmsford,UK,EU,,,,,2020-09-14
"NYS ASL Championship",December,2019,2019-12-06,NYS_19,Albany,USA,US/Ca,,,"Bill Cirillo",,2020-09-19
"ASL Oktoberfest (partial)",October,2019,2019-10-08,ASLOK_19,Cleveland,USA,US/Ca,,,"Bill Cirillo",,2020-09-20
"Winter Offensive (only some games)",January,2019,2019-01-17,WOFF_19,"Bowie, Maryland",USA,US/Ca,,,,,2020-09-20
"NYS ASL Championship",December,2018,2018-11-30,NYS_18,Albany,USA,US/Ca,,,,,2020-09-20
"Bitter End (partial)",April,2018,2018-04-20,B-END_18,Raleigh-Durham,USA,US/Ca,,,,,2020-09-20
"Winter Offensive (only some games)",January,2018,2018-01-11,WOFF_18,Cleveland,USA,US/Ca,,"Bill Cirillo",,,2020-09-20
"NYS ASL Championship",December,2017,2017-11-30,NYS_17,Albany,USA,US/Ca,,"Bill Cirillo",,,2020-09-20
"ASL Oktoberfest (partial)",October,2016,2016-10-06,ASLOK_16,Cleveland,USA,US/Ca,,,,"Bill Cirillo",2020-09-20
"March Madness",March,2019,2019-03-15,MARCH_19,"Kansas City",USA,US/Ca,,,,,2020-09-20
"Texas Team Tournament",June,2019,2019-06-01,TEXAS_19,Austin,USA,US/Ca,,,,,2020-09-28
