CRISTENSEN,Flemming Scott,Flemming Scott CRISTENSEN,Denmark,CNF,Parcours/CNF.html,0
CROOME,Simon,Simon CROOME,UK,CES,Parcours/CES.html,0
CROSKERY,Kevin,Kevin CROSKERY,UK,CYK,Parcours/CYK.html,0
CROUCH,Mark,Mark CROUCH,USA,CHM,Parcours/CHM.html,0
CROWE,Richie,Richie CROWE,USA,CER,Parcours/CER.html,0
CUCCURULLO,Stefano,Stefano CUCCURULLO,Italy,CO1,Parcours/CO1.html,0
CUESTA,Javier,Javier CUESTA,Spain,CAJ,Parcours/CAJ.html,0
CULLEN,Andrew,Andrew CULLEN,USA,CN5,Parcours/CN5.html,0
CUMMINGS,Steve,Steve CUMMINGS,USA,C11,Parcours/C11.html,0
CUMMINS,Chad,Chad CUMMINS,usa,CSC,Parcours/CSC.html,0
CUNEGO,Alessandro,Alessandro CUNEGO,Italy,COL,Parcours/COL.html,0
CUNIN,Laurent,Laurent CUNIN,France,CNL,Parcours/CNL.html,0
CUNNINGHAM,Dan,Dan CUNNINGHAM,USA,CMD,Parcours/CMD.html,0
CURRY,Russ,Russ CURRY,USA,CYR,Parcours/CYR.html,0
CURTIS,Dick,Dick CURTIS,USA,CS1,Parcours/CS1.html,0
CURTIS,Bill,Bill CURTIS,USA,CSW,Parcours/CSW.html,0
CURZI,Stefano,Stefano CURZI,Italy,CIS,Parcours/CIS.html,0
CUSTER,Don,Don CUSTER,USA,CRD,Parcours/CRD.html,0
CVETINOVICH,Tom,Tom CVETINOVICH,USA,CHT,Parcours/CHT.html,0
DA FORNO,Roberto,Roberto DA FORNO,Italy,DOR,Parcours/DOR.html,0
DA PRA,Fabrizio,Fabrizio DA PRA,Italy,DAU,Parcours/DAU.html,0
DAGERHäLL,Matts,Matts DAGERHäLL,Sweden,DLM,Parcours/DLM.html,0
DAGNALL,Richard,Richard DAGNALL,UK,DLR,Parcours/DLR.html,0
DALE,Raurigh,Raurigh DALE,UK,DER,Parcours/DER.html,0
DALE,Patrick,Patrick DALE,UK,DEP,Parcours/DEP.html,0
DALLAIRE,Luc,Luc DALLAIRE,USA,7EL,Parcours/7EL.html,0
DALLY,Dave,Dave DALLY,USA,DYD,Parcours/DYD.html,0
DANDO,Andrew,Andrew DANDO,UK,DOA,Parcours/DOA.html,0
DANIEL,Michael,Michael DANIEL,USA,DLI,Parcours/DLI.html,0
DANIEL,Fred,Fred DANIEL,USA,DLF,Parcours/DLF.html,0
DANIELS,Jack,Jack DANIELS,USA,DS2,Parcours/DS2.html,0
DARBOE,Lars R.,Lars R. DARBOE,Denmark,78L,Parcours/78L.html,0
DARLING,Carl,Carl DARLING,Canada,DGC,Parcours/DGC.html,0
DASSEL,David,David DASSEL,France,DLD,Parcours/DLD.html,0
DASSEVILLE,Jean-Pierre,Jean-Pierre DASSEVILLE,Belgium,DEJ,Parcours/DEJ.html,0
DAUBIGNY,Bertrand,Bertrand DAUBIGNY,France,DYB,Parcours/DYB.html,0
DAUGHERTY,Christian,Christian DAUGHERTY,USA,DYS,Parcours/DYS.html,0
DAUGHETY,Ken,Ken DAUGHETY,USA,DYK,Parcours/DYK.html,0
DAUPHINAIS,Jim,Jim DAUPHINAIS,USA,7SJ,Parcours/7SJ.html,0
DAVIDSSON,Tomas,Tomas DAVIDSSON,Sweden,DNT,Parcours/DNT.html,0
DAVIES,Michael,Michael DAVIES,UK,DSM,Parcours/DSM.html,0
DAVIES,Lawrence,Lawrence DAVIES,USA,DSL,Parcours/DSL.html,0
DAVILA,Robert,Robert DAVILA,USA,DAR,Parcours/DAR.html,0
DAVIS,Jon,Jon DAVIS,USA,DSJ,Parcours/DSJ.html,0
DAVIS,Al,Al DAVIS,USA,71A,Parcours/71A.html,0
DAVIS,Greg,Greg DAVIS,USA,DSG,Parcours/DSG.html,0
DAVIS,Bob,Bob DAVIS,USA,DSR,Parcours/DSR.html,0
DAWE,Joe,Joe DAWE,USA,78J,Parcours/78J.html,0
DAWSON,Ron,Ron DAWSON,USA,DNR,Parcours/DNR.html,0
DAWSON,Jim,Jim DAWSON,USA,DNJ,Parcours/DNJ.html,0
DAYCO,Benji,Benji DAYCO,Philippines,DOB,Parcours/DOB.html,0
DE MICHELIS,Alessandro,Alessandro DE MICHELIS,Italy,7SA,Parcours/7SA.html,0
DE VRIES,Mark,Mark DE VRIES,USA,DSA,Parcours/DSA.html,0
DE WAARD,Raymond,Raymond DE WAARD,Netherlands,WDR,Parcours/WDR.html,0
DE WITT,Manu,Manu DE WITT,Belgium,DTM,Parcours/DTM.html,0
DEANE,Tim,Tim DEANE,USA,DET,Parcours/DET.html,0
DEBRAAL,Jeff,Jeff DEBRAAL,USA,DLJ,Parcours/DLJ.html,0
DECALLONNE,Olivier,Olivier DECALLONNE,France,DEO,Parcours/DEO.html,0
DECROLIER,Guy,Guy DECROLIER,Belgium,DRG,Parcours/DRG.html,0
DEJEAN,Cédric,Cédric DEJEAN,France,DNC,Parcours/DNC.html,0
DEKKER,Albrecht,Albrecht DEKKER,Netherlands,DRA,Parcours/DRA.html,0
DEL GIACCO,Ian,Ian DEL GIACCO,USA,DOI,Parcours/DOI.html,0
DEL GIACCO,Eric,Eric DEL GIACCO,USA,DOE,Parcours/DOE.html,0
DELAURA,Norman,Norman DELAURA,USA,DAN,Parcours/DAN.html,0
DELLER,Sean,Sean DELLER,USA,DRS,Parcours/DRS.html,0
DELWOOD,Robert,Robert DELWOOD,USA,DDR,Parcours/DDR.html,0
DEMORRIS,Will,Will DEMORRIS,USA,DSW,Parcours/DSW.html,0
DEMOSS,Doug,Doug DEMOSS,USA,DSD,Parcours/DSD.html,0
DENIAUD,Gregory,Gregory DENIAUD,France,77G,Parcours/77G.html,0
DENNER,Kevin,Kevin DENNER,USA,DRK,Parcours/DRK.html,0
DENNIS,Neil,Neil DENNIS,USA,DSN,Parcours/DSN.html,0
DENNIS,Steve,Steve DENNIS,USA,DSS,Parcours/DSS.html,0
DENSON,Mike,Mike DENSON,USA,DNM,Parcours/DNM.html,0
DEPPE,Armin,Armin DEPPE,Germany,DEA,Parcours/DEA.html,0
DERESINSKI,David,David DERESINSKI,USA,DID,Parcours/DID.html,0
DESANOIS,Emmanuel,Emmanuel DESANOIS,France,DSE,Parcours/DSE.html,0
DESCHMIDT,T.,T. DESCHMIDT,Belgium,DTT,Parcours/DTT.html,0
DESROSIERS,Steve,Steve DESROSIERS,USA,DS1,Parcours/DS1.html,0
DETHLEFSEN,Steve,Steve DETHLEFSEN,USA,DNE,Parcours/DNE.html,0
DEVINE,Joe,Joe DEVINE,USA,DE3,Parcours/DE3.html,0
DEWAELE,Hervé,Hervé DEWAELE,France,DEH,Parcours/DEH.html,0
DEWHURST,Russell,Russell DEWHURST,USA,DTR,Parcours/DTR.html,0
DEYOUNG,Jeff,Jeff DEYOUNG,USA,DGJ,Parcours/DGJ.html,0
DIBBEN,Jeremy,Jeremy DIBBEN,Australia,D2J,Parcours/D2J.html,0
DIBBEN,Luke,Luke DIBBEN,Australia,DNL,Parcours/DNL.html,0
DIETRICH,John,John DIETRICH,USA,DHJ,Parcours/DHJ.html,0
DIETSCH,Olivier,Olivier DIETSCH,France,DHO,Parcours/DHO.html,0
DIONNE,Jack,Jack DIONNE,Canada,7EJ,Parcours/7EJ.html,0
DOARY,Chris,Chris DOARY,Canada,DYC,Parcours/DYC.html,0
DOARY,Helen,Helen DOARY,USA,DYH,Parcours/DYH.html,0
DOBA,Serge,Serge DOBA,France,DAS,Parcours/DAS.html,0
DOBBER,John,John DOBBER,USA,DRJ,Parcours/DRJ.html,0
DOBBS,Trent,Trent DOBBS,USA,DST,Parcours/DST.html,0
DOLAN,Dan,Dan DOLAN,USA,DN1,Parcours/DN1.html,0
DOMOVIC,Rich,Rich DOMOVIC,USA,DHR,Parcours/DHR.html,0
DONDé,Lionel,Lionel DONDé,France,DEL,Parcours/DEL.html,0
DONIGIAN,Jeff,Jeff DONIGIAN,USA,72J,Parcours/72J.html,0
DONOVAN,Dennis,Dennis DONOVAN,USA,D2D,Parcours/D2D.html,0
DOOLAEGHE,Björn,Björn DOOLAEGHE,Belgium,7EB,Parcours/7EB.html,0
DOROSH,Michael,Michael DOROSH,Canada,DHM,Parcours/DHM.html,0
DORRE,Bill,Bill DORRE,USA,DEB,Parcours/DEB.html,0
DOW,John,John DOW,USA,DWJ,Parcours/DWJ.html,0
DOWD,Dennis,Dennis DOWD,USA,DDD,Parcours/DDD.html,0
DOWNING,Hugh,Hugh DOWNING,UK,DGH,Parcours/DGH.html,0
DOYLE,Zeb,Zeb DOYLE,USA,DEZ,Parcours/DEZ.html,0
DRANE,Scott,Scott DRANE,USA,DES,Parcours/DES.html,0
DRAPER,Phil,Phil DRAPER,UK,DRP,Parcours/DRP.html,0
DRIEU,Benjamin,Benjamin DRIEU,France,DUB,Parcours/DUB.html,0
DRINKWATER,Nick,Nick DRINKWATER,USA,DRN,Parcours/DRN.html,0
DUCAS,Billy,Billy DUCAS,USA,D1W,Parcours/D1W.html,0
DUENSKIE,Ron,Ron DUENSKIE,USA,DE2,Parcours/DE2.html,0
DUKE,Randy,Randy DUKE,Canada,7ER,Parcours/7ER.html,0
DUKE,Steven,Steven DUKE,USA,7E1,Parcours/7E1.html,0
DUMONT,Patrick,Patrick DUMONT,France,DTP,Parcours/DTP.html,0
DUNN,Ken,Ken DUNN,USA,DNK,Parcours/DNK.html,0
DUNN,Derek,Derek DUNN,USA,DND,Parcours/DND.html,0
DUPUIS,Jean-Christophe,Jean-Christophe DUPUIS,France,D1J,Parcours/D1J.html,0
DUPUIS,Dominique,Dominique DUPUIS,France,D1D,Parcours/D1D.html,0
DUSKIN,Derek,Derek DUSKIN,USA,7N7,Parcours/7N7.html,0
DYE,Charles,Charles DYE,USA,78C,Parcours/78C.html,0
DYE,Chuck,Chuck DYE,USA,DEC,Parcours/DEC.html,0
EARDLEY,Walter,Walter EARDLEY,USA,EYW,Parcours/EYW.html,0
EARLE,Adrian,Adrian EARLE,Canada,EEA,Parcours/EEA.html,0
EARLL,Bryan,Bryan EARLL,USA,ELB,Parcours/ELB.html,0
EARLS,Bruce,Bruce EARLS,USA,E1B,Parcours/E1B.html,0
EBURNE,Bob,Bob EBURNE,UK,EEB,Parcours/EEB.html,0
ECKHART,Steve,Steve ECKHART,USA,ETS,Parcours/ETS.html,0
ECKHART,Alex,Alex ECKHART,USA,ETA,Parcours/ETA.html,0
EDWARDS,Trevor,Trevor EDWARDS,UK,EST,Parcours/EST.html,0
EDWARDS,Corey,Corey EDWARDS,USA,ESO,Parcours/ESO.html,0
EDWARDS,Chris,Chris EDWARDS,USA,ESC,Parcours/ESC.html,0
EICKMANN,Jason,Jason EICKMANN,USA,ENJ,Parcours/ENJ.html,0
EIFRIG,Fritz,Fritz EIFRIG,USA,EGF,Parcours/EGF.html,0
EINEVIK,Janne,Janne EINEVIK,Sweden,EKJ,Parcours/EKJ.html,0
EISNER,Mike,Mike EISNER,USA,ERM,Parcours/ERM.html,0
EL-FARRA,Nadir,Nadir EL-FARRA,USA,EAN,Parcours/EAN.html,0
ELIASSON,Tobias,Tobias ELIASSON,Sweden,ENT,Parcours/ENT.html,0
ELIOTT,Steve,Steve ELIOTT,USA,4TS,Parcours/4TS.html,0
ELLETT,Ryan,Ryan ELLETT,USA,ETR,Parcours/ETR.html,0
ELLIS,Matthew,Matthew ELLIS,UK,E1M,Parcours/E1M.html,0
ELWELL,Jay,Jay ELWELL,USA,ELJ,Parcours/ELJ.html,0
EMBERTON,Zack,Zack EMBERTON,USA,ENZ,Parcours/ENZ.html,0
EMERSON,Colin,Colin EMERSON,Canada,ENC,Parcours/ENC.html,0
EMIG,Ken,Ken EMIG,USA,EGK,Parcours/EGK.html,0
ERSKINE,Mike,Mike ERSKINE,Canada,EEM,Parcours/EEM.html,0
ESCOBEDO,André,André ESCOBEDO,Canada,EOA,Parcours/EOA.html,0
ESCUYER,Franck,Franck ESCUYER,France,ERF,Parcours/ERF.html,0
ESPANO,Ivan,Ivan ESPANO,Spain,EOI,Parcours/EOI.html,0
ESPARZA,Robert,Robert ESPARZA,USA,EAR,Parcours/EAR.html,0
ESSEX,Michael,Michael ESSEX,UK,EXM,Parcours/EXM.html,0
ESTEBAN,vicente,vicente ESTEBAN,Spain,ENV,Parcours/ENV.html,0
ETTLEMAN,Shawn,Shawn ETTLEMAN,USA,ENS,Parcours/ENS.html,0
ETZELMUELLER,Steve,Steve ETZELMUELLER,USA,ERS,Parcours/ERS.html,0
EURY,Bob,Bob EURY,USA,EYR,Parcours/EYR.html,0
EVANS,Mark,Mark EVANS,USA,ES2,Parcours/ES2.html,0
EVANS,Matt,Matt EVANS,USA,81M,Parcours/81M.html,0
EVANS,Gareth,Gareth EVANS,UK,ESG,Parcours/ESG.html,0
EVENSON,Allen,Allen EVENSON,USA,ENA,Parcours/ENA.html,0
EVES,Jackie,Jackie EVES,UK,ESJ,Parcours/ESJ.html,0
EVICH,Jeff,Jeff EVICH,USA,ECJ,Parcours/ECJ.html,0
EWERS,Fredrik,Fredrik EWERS,Sweden,ESF,Parcours/ESF.html,0
FABBRO,Rob,Rob FABBRO,Canada,FOR,Parcours/FOR.html,0
FABRE,Guillaume,Guillaume FABRE,France,FEG,Parcours/FEG.html,0
FAGO,Carl,Carl FAGO,USA,FOC,Parcours/FOC.html,0
FAIREN,Jordi,Jordi FAIREN,Spain,FNJ,Parcours/FNJ.html,0
FAJARIT,Ronald,Ronald FAJARIT,USA,FTR,Parcours/FTR.html,0
FALK,Melvin,Melvin FALK,Sweden,FKM,Parcours/FKM.html,0
FANCHER,Seth,Seth FANCHER,USA,FRE,Parcours/FRE.html,0
FANTOZZI,Andrea,Andrea FANTOZZI,Italy,FIA,Parcours/FIA.html,0
FARDETTE,Jim,Jim FARDETTE,Germany,FEJ,Parcours/FEJ.html,0
FARLAY,Frederic,Frederic FARLAY,France,FYF,Parcours/FYF.html,0
FARRELL,Chris,Chris FARRELL,USA,FLC,Parcours/FLC.html,0
FARRIS,John,John FARRIS,USA,FS1,Parcours/FS1.html,0
FAULK,Scott,Scott FAULK,USA,FKS,Parcours/FKS.html,0
FAULKNER,Michael,Michael FAULKNER,usa,FRM,Parcours/FRM.html,0
FAYE-WEVLE,Max,Max FAYE-WEVLE,Sweden,FEM,Parcours/FEM.html,0
FEHRENBACHER,Steve,Steve FEHRENBACHER,USA,F33,Parcours/F33.html,0
FEINSTEIN,Robert,Robert FEINSTEIN,USA,FNR,Parcours/FNR.html,0
FERGUSON,Eric,Eric FERGUSON,Australia,FN1,Parcours/FN1.html,0
FERNANDEZ,German,German FERNANDEZ,Spain,FZG,Parcours/FZG.html,0
FERNANDEZ,Marco,Marco FERNANDEZ,Spain,FZM,Parcours/FZM.html,0
FERNANDEZ,Oscar,Oscar FERNANDEZ,Germany,FZO,Parcours/FZO.html,0
FERNANDEZ,Carlos,Carlos FERNANDEZ,Spain,FZC,Parcours/FZC.html,0
FERRANDIS,Pedro J.,Pedro J. FERRANDIS,Spain,FSP,Parcours/FSP.html,0
FERRARI,Ralph,Ralph FERRARI,USA,FIR,Parcours/FIR.html,0
FERRARI,Nando,Nando FERRARI,Italy,FIN,Parcours/FIN.html,0
FERRARO,Laurent,Laurent FERRARO,France,FOL,Parcours/FOL.html,0
FERRARO,Paul,Paul FERRARO,USA,FOP,Parcours/FOP.html,0
FERREIRA,Paulo,Paulo FERREIRA,Portugal,FAP,Parcours/FAP.html,0
FERREIRA,Joao,Joao FERREIRA,Portugal,FAJ,Parcours/FAJ.html,0
FERRELL,Jim,Jim FERRELL,USA,FLJ,Parcours/FLJ.html,0
FERRY,Raphaël,Raphaël FERRY,France,FY3,Parcours/FY3.html,0
FIEDLER,Stefan,Stefan FIEDLER,Sweden,FRS,Parcours/FRS.html,0
FISCHBEIN,scott,scott FISCHBEIN,USA,FNS,Parcours/FNS.html,0
FISCHER,Lyle,Lyle FISCHER,USA,FRL,Parcours/FRL.html,0
FISCHER,Mark,Mark FISCHER,USA,F36,Parcours/F36.html,0
FISCHER,Klaus,Klaus FISCHER,Germany,FRK,Parcours/FRK.html,0
FISCHER MADSEN,Morten,Morten FISCHER MADSEN,Denmark,FNM,Parcours/FNM.html,0
FISHER,Karl,Karl FISHER,USA,F3K,Parcours/F3K.html,0
FITCH,Doug,Doug FITCH,USA,FHD,Parcours/FHD.html,0
FITO HERNANDEZ,Juan Diego,Juan Diego FITO HERNANDEZ,Spain,FO4,Parcours/FO4.html,0
FLAHERTY,Larry,Larry FLAHERTY,USA,FYL,Parcours/FYL.html,0
FLAHERTY,Martin,Martin FLAHERTY,USA,FYM,Parcours/FYM.html,0
FLANAGAN,Anthony,Anthony FLANAGAN,USA,FNN,Parcours/FNN.html,0
FLEMING,Will,Will FLEMING,USA,FGW,Parcours/FGW.html,0
FLEURY,Christopher,Christopher FLEURY,USA,FYC,Parcours/FYC.html,0
FLICKER,Steve,Steve FLICKER,USA,FRT,Parcours/FRT.html,0
FOCHT,Michael,Michael FOCHT,USA,FTM,Parcours/FTM.html,0
FORD,Brent,Brent FORD,USA,FDB,Parcours/FDB.html,0
FOREST,Laurent,Laurent FOREST,France,FTL,Parcours/FTL.html,0
FORG,Bill,Bill FORG,USA,FGB,Parcours/FGB.html,0
FORG,Will,Will FORG,USA,FG9,Parcours/FG9.html,0
FORS,David (was NYGREN),David (was NYGREN) FORS,Sweden,NND,Parcours/NND.html,0
FORTENBERRY,Gary,Gary FORTENBERRY,USA,FYG,Parcours/FYG.html,0
FORTIN,Jean-François,Jean-François FORTIN,Canada,F24,Parcours/F24.html,0
FOSS,Scott,Scott FOSS,USA,FSS,Parcours/FSS.html,0
FOX,Burnie,Burnie FOX,USA,FXB,Parcours/FXB.html,0
FOX,Robert,Robert FOX,USA,FXR,Parcours/FXR.html,0
FRANCO,Juan,Juan FRANCO,USA,7OJ,Parcours/7OJ.html,0
FRANKLIN-BIHARY,Paul,Paul FRANKLIN-BIHARY,USA,FNP,Parcours/FNP.html,0
FRANSON,Jeff,Jeff FRANSON,USA,F20,Parcours/F20.html,0
FRANSSON,Jan,Jan FRANSSON,Sweden,F2J,Parcours/F2J.html,0
FRASER,Earl,Earl FRASER,USA,F3E,Parcours/F3E.html,0
FREEDMAN,Alan,Alan FREEDMAN,USA,F2A,Parcours/F2A.html,0
FRESNAIS,Jean-Christophe,Jean-Christophe FRESNAIS,France,FSJ,Parcours/FSJ.html,0
FRETTLOHR,Herman,Herman FRETTLOHR,usa,FRH,Parcours/FRH.html,0
FRISS NIELSEN,Carl Alex,Carl Alex FRISS NIELSEN,Denmark,FNC,Parcours/FNC.html,0
FRITZ,Ed Jr.,Ed Jr. FRITZ,USA,FZJ,Parcours/FZJ.html,0
FRITZ,Ed,Ed FRITZ,USA,FZE,Parcours/FZE.html,0
FRUM,Steven,Steven FRUM,USA,FMS,Parcours/FMS.html,0
FRöDING,Johan,Johan FRöDING,Sweden,FGJ,Parcours/FGJ.html,0
FULCHER,Rich,Rich FULCHER,USA,FRR,Parcours/FRR.html,0
FURNELL,Mark,Mark FURNELL,UK,FLM,Parcours/FLM.html,0
GAGNE,Patrick,Patrick GAGNE,Canada,GEP,Parcours/GEP.html,0
GAINS,James,James GAINS,USA,GSJ,Parcours/GSJ.html,0
GALAN,David,David GALAN,Spain,GNA,Parcours/GNA.html,0
GALANDIUK,Mike,Mike GALANDIUK,USA,GKM,Parcours/GKM.html,0
GALICA,Anthony,Anthony GALICA,USA,GAL,Parcours/GAL.html,0
GALLANT,Gerry,Gerry GALLANT,Canada,GTG,Parcours/GTG.html,0
GALLANT,Emery,Emery GALLANT,USA,G4E,Parcours/G4E.html,0
GALLO,Martin,Martin GALLO,USA,GO6,Parcours/GO6.html,0
GAMBIN,Gérard,Gérard GAMBIN,France,GNG,Parcours/GNG.html,0
GANNAWAY,Mike,Mike GANNAWAY,Australia,GYM,Parcours/GYM.html,0
GARCIA,Carlos J.,Carlos J. GARCIA,Spain,GAC,Parcours/GAC.html,0
GARCIA,Alejandro,Alejandro GARCIA,Spain,3AA,Parcours/3AA.html,0
GARCIA SILVA,Pablo,Pablo GARCIA SILVA,Chile,GAP,Parcours/GAP.html,0
GARDINER,Ivor,Ivor GARDINER,South Africa,GRI,Parcours/GRI.html,0
GARDING,Bud,Bud GARDING,USA,GGB,Parcours/GGB.html,0
GARLIC,John,John GARLIC,USA,GCJ,Parcours/GCJ.html,0
GARLINGTON,Randy,Randy GARLINGTON,USA,G2R,Parcours/G2R.html,0
GARRETT,Chris,Chris GARRETT,USA,GTC,Parcours/GTC.html,0
GARVEY,Steve,Steve GARVEY,USA,GYS,Parcours/GYS.html,0
GARVIN,David,David GARVIN,Canada,G2D,Parcours/G2D.html,0
GAUEMAN,Ian,Ian GAUEMAN,UK,G2I,Parcours/G2I.html,0
GAUGHAN,Ian,Ian GAUGHAN,UK,G3I,Parcours/G3I.html,0
GEISSLER,Gordon,Gordon GEISSLER,USA,G3G,Parcours/G3G.html,0
GENBERG,Marc,Marc GENBERG,USA,GGM,Parcours/GGM.html,0
GEORGE,Greg,Greg GEORGE,USA,GEG,Parcours/GEG.html,0
GERAGHTY,Sean,Sean GERAGHTY,USA,GY1,Parcours/GY1.html,0
GERSTENBERG,Eric,Eric GERSTENBERG,UK,GGE,Parcours/GGE.html,0
GESER,Conny,Conny GESER,Sweden,GRC,Parcours/GRC.html,0
GIANCOLA,Oliver,Oliver GIANCOLA,USA,GAO,Parcours/GAO.html,0
GIARONI,Edoardo,Edoardo GIARONI,Italy,GIE,Parcours/GIE.html,0
GIBSON,Tony,Tony GIBSON,UK,GNT,Parcours/GNT.html,0
GIESE,Henrik,Henrik GIESE,Sweden,GEH,Parcours/GEH.html,0
GIFFORD,Russ,Russ GIFFORD,USA,GDR,Parcours/GDR.html,0
GILBERT,Josh,Josh GILBERT,Canada,GTJ,Parcours/GTJ.html,0
GILBERT,Del,Del GILBERT,USA,GTD,Parcours/GTD.html,0
GILCHRIST,Mike,Mike GILCHRIST,USA,GTM,Parcours/GTM.html,0
GILLIES,David,David GILLIES,USA,G1D,Parcours/G1D.html,0
GILLIS,Tom,Tom GILLIS,USA,GST,Parcours/GST.html,0
GILLIS,Robert,Robert GILLIS,USA,GSR,Parcours/GSR.html,0
GINNARD,Dave,Dave GINNARD,USA,GDD,Parcours/GDD.html,0
GINNARD,Paul,Paul GINNARD,USA,GDP,Parcours/GDP.html,0
GIOMBINI,Stefano,Stefano GIOMBINI,Italy,GIS,Parcours/GIS.html,0
GIVLER,Eric,Eric GIVLER,USA,GRE,Parcours/GRE.html,0
GLESING,Randy,Randy GLESING,USA,GGA,Parcours/GGA.html,0
GOCHINSKI,Joseph,Joseph GOCHINSKI,USA,GIO,Parcours/GIO.html,0
GODEL,Bernhard,Bernhard GODEL,Germany,GLB,Parcours/GLB.html,0
GOETZMANN,Arnaud,Arnaud GOETZMANN,France,G2A,Parcours/G2A.html,0
GOHEEN,Rick,Rick GOHEEN,USA,GN2,Parcours/GN2.html,0
GOLDGORIN,Mario,Mario GOLDGORIN,USA,G26,Parcours/G26.html,0
GOLDMAN,David,David GOLDMAN,USA,GNI,Parcours/GNI.html,0
GOLLING,Franck,Franck GOLLING,France,GGF,Parcours/GGF.html,0
GONZALEZ,Eduard,Eduard GONZALEZ,Spain,GZE,Parcours/GZE.html,0
GONZALEZ ROMERO,Angel,Angel GONZALEZ ROMERO,Spain,GZA,Parcours/GZA.html,0
GORJANC,Kurt,Kurt GORJANC,Austria,GCK,Parcours/GCK.html,0
GOTERI,Massimo,Massimo GOTERI,Italy,GIM,Parcours/GIM.html,0
GOTTCHEINER,Alain,Alain GOTTCHEINER,Belgium,GRA,Parcours/GRA.html,0
GOUGH,Russell,Russell GOUGH,UK,GHR,Parcours/GHR.html,0
GOUR,Darren,Darren GOUR,USA,GRD,Parcours/GRD.html,0
GOUREAU,Camille,Camille GOUREAU,France,GUC,Parcours/GUC.html,0
GRACIET,Stéphane,Stéphane GRACIET,France,GTS,Parcours/GTS.html,0
GRAHAM,Bob,Bob GRAHAM,USA,GMR,Parcours/GMR.html,0
GRAHAM,Voss,Voss GRAHAM,USA,GMV,Parcours/GMV.html,0
GRANATA,Enrico,Enrico GRANATA,Italy,GAE,Parcours/GAE.html,0
GRANDCLéMENT,Philippe,Philippe GRANDCLéMENT,France,GTP,Parcours/GTP.html,0
GRANVILLE,Tycho,Tycho GRANVILLE,USA,GET,Parcours/GET.html,0
GRAVES,Kevin,Kevin GRAVES,USA,GSK,Parcours/GSK.html,0
GRAY,Terry,Terry GRAY,USA,GYT,Parcours/GYT.html,0
GRAY,Oliver,Oliver GRAY,UK,GYO,Parcours/GYO.html,0
GREEN,Matt,Matt GREEN,USA,G2M,Parcours/G2M.html,0
GREGORSON,Lars-Robert,Lars-Robert GREGORSON,Sweden,GNL,Parcours/GNL.html,0
GREGORSON,Lars Robert,Lars Robert GREGORSON,Sweden,SDL,Parcours/SDL.html,0
GRENON,Dave,Dave GRENON,USA,G27,Parcours/G27.html,0
GRIES,Doug,Doug GRIES,USA,GSD,Parcours/GSD.html,0
GRIFFA,Alberto,Alberto GRIFFA,USA,5AA,Parcours/5AA.html,0
GRIFFITHS,Kendall,Kendall GRIFFITHS,USA,G1K,Parcours/G1K.html,0
GROSSHOLDERMANN,Rudi,Rudi GROSSHOLDERMANN,Germany,GNR,Parcours/GNR.html,0
GUASTALEGNAME,Gabriele,Gabriele GUASTALEGNAME,Italy,G8G,Parcours/G8G.html,0
GUERIN,Kevin,Kevin GUERIN,USA,GNK,Parcours/GNK.html,0
GUERRERO,Miguel,Miguel GUERRERO,Spain,GOM,Parcours/GOM.html,0
GUETTIER,Renaud,Renaud GUETTIER,France,GRR,Parcours/GRR.html,0
GUILLEMONT,Frédéric,Frédéric GUILLEMONT,France,GTF,Parcours/GTF.html,0
GUILLOU-KEREDAN,Bertrand,Bertrand GUILLOU-KEREDAN,France,GNB,Parcours/GNB.html,0
GUINARD,Cyril,Cyril GUINARD,France,GDC,Parcours/GDC.html,0
GUSTAFSSON,Olle,Olle GUSTAFSSON,Sweden,GNO,Parcours/GNO.html,0
GUSTAFSSON,Johannes,Johannes GUSTAFSSON,Sweden,GNJ,Parcours/GNJ.html,0
GYNNESTAM,Patrik,Patrik GYNNESTAM,Sweden,GMP,Parcours/GMP.html,0
GöRRES,Guido,Guido GöRRES,Germany,GOS,Parcours/GOS.html,0
HAAS,Mat,Mat HAAS,UK,HSM,Parcours/HSM.html,0
HAAS,John E.,John E. HAAS,usa,HSJ,Parcours/HSJ.html,0
HAASL,david,david HAASL,USA,HLD,Parcours/HLD.html,0
HACHIN,Gaëtan,Gaëtan HACHIN,France,HMG,Parcours/HMG.html,0
HACK,Ed,Ed HACK,USA,HKE,Parcours/HKE.html,0
HADADY,Wayne,Wayne HADADY,usa,HYW,Parcours/HYW.html,0
HADDEN,Rick,Rick HADDEN,USA,H2R,Parcours/H2R.html,0
HAGER,Bob,Bob HAGER,USA,HRR,Parcours/HRR.html,0
HAGGERTY,Frank,Frank HAGGERTY,USA,HYF,Parcours/HYF.html,0
HAILEY,David,David HAILEY,USA,HY1,Parcours/HY1.html,0
HAKIM,Gilles,Gilles HAKIM,France,HMI,Parcours/HMI.html,0
HALEY,Rick,Rick HALEY,USA,HYR,Parcours/HYR.html,0
HALEY,Alan,Alan HALEY,USA,HY3,Parcours/HY3.html,0
HALL,Russ,Russ HALL,USA,HLR,Parcours/HLR.html,0
HALL,Dave,Dave HALL,Canada,HL7,Parcours/HL7.html,0
HALLGREN,Fredrik,Fredrik HALLGREN,Sweden,HNE,Parcours/HNE.html,0
HALSøR,Marius,Marius HALSøR,Norway,HRS,Parcours/HRS.html,0
